ProductId,ProductName,PriceTableName,ListPrice,SalePrice,DESCR_TIPO_FAST,CODPROD,VLRUNIT
2981,ACP101 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1554,1554,Distribuição,2981,15.54
2982,ACP102 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1582,1582,Distribuição,2982,15.82
2983,ACP103 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),766,766,Distribuição,2983,7.66
2984,ACP104 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1170,1170,Distribuição,2984,11.7
2985,ACP105 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1728,1728,Distribuição,2985,17.28
2986,ACP121 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1958,1958,Distribuição,2986,19.58
2987,ACP126 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1292,1292,Distribuição,2987,12.92
2988,ACP131 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1393,1393,Distribuição,2988,13.93
2989,ACP200 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1598,1598,Distribuição,2989,15.98
2990,ACP201 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2080,2080,Distribuição,2990,20.8
2992,ACP203 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1538,1538,Distribuição,2992,15.38
2993,ACP204 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1698,1698,Distribuição,2993,16.98
2995,ACP206 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1674,1674,Distribuição,2995,16.74
2996,ACP210 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2116,2116,Distribuição,2996,21.16
2997,ACP211 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5234,5234,Distribuição,2997,52.34
2998,ACP212 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1570,1570,Distribuição,2998,15.7
3001,ACP304 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1048,1048,Distribuição,3001,10.48
3002,ACP305 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1307,1307,Distribuição,3002,13.07
3003,ACP307 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1656,1656,Distribuição,3003,16.56
3005,ACP367 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1760,1760,Distribuição,3005,17.6
3007,ACP484 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3144,3144,Distribuição,3007,31.44
3008,ACP550 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1175,1175,Distribuição,3008,11.75
3009,ACP552 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1161,1161,Distribuição,3009,11.61
3010,ACP553 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1816,1816,Distribuição,3010,18.16
3011,ACP554 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1127,1127,Distribuição,3011,11.27
3012,ACP555 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2399,2399,Distribuição,3012,23.99
3014,ACP601 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2707,2707,Distribuição,3014,27.07
3015,ACP700 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1454,1454,Distribuição,3015,14.54
3016,ACP 703 - FILTRO  VENDER O PAR,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1281,1281,Distribuição,3016,12.81
3017,ACP707 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1334,1334,Distribuição,3017,13.34
3018,ACP708 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1329,1329,Distribuição,3018,13.29
3020,ACP721 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1556,1556,Distribuição,3020,15.56
3021,ACP730 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1324,1324,Distribuição,3021,13.24
3022,ACP797 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1588,1588,Distribuição,3022,15.88
3024,ACP806 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1876,1876,Distribuição,3024,18.76
3025,ACP809 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1773,1773,Distribuição,3025,17.73
3026,ACP814 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1470,1470,Distribuição,3026,14.7
3027,ACP815 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1378,1378,Distribuição,3027,13.78
3028,ACP 820 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1286,1286,Distribuição,3028,12.86
3030,ACP885 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1513,1513,Distribuição,3030,15.13
3034,ACP904 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1273,1273,Distribuição,3034,12.73
3036,ACP972 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),942,942,Distribuição,3036,9.42
3037,ACP973 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3725,3725,Distribuição,3037,37.25
3038,ACP974 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1638,1638,Distribuição,3038,16.38
3039,ACP975 - FILTRO (VENDER PAR),TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),613,613,Distribuição,3039,6.13
3041,ACP981 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1816,1816,Distribuição,3041,18.16
3042,ACP982 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1639,1639,Distribuição,3042,16.39
3044,AP 1001 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5773,5773,Distribuição,3044,57.73
3046,AP 1003 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3375,3375,Distribuição,3046,33.75
3047,AP 1004 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),10053,10053,Distribuição,3047,100.53
3050,AP 1007 - FILTRO (F.L),TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5470,5470,Distribuição,3050,54.7
3051,AP1008 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),7580,7580,Distribuição,3051,75.8
3052,AP1009 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6497,6497,Distribuição,3052,64.97
3053,AP 1011 - FILTRO (F.L),TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14081,14081,Distribuição,3053,140.81
3054,AP1012 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3644,3644,Distribuição,3054,36.44
3058,AP2032 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14322,14322,Distribuição,3058,143.22
3059,AP2220 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14888,14888,Distribuição,3059,148.88
3060,AP2710 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4775,4775,Distribuição,3060,47.75
3062,AP4252 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14760,14760,Distribuição,3062,147.6
3063,AP4440 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),11278,11278,Distribuição,3063,112.78
3066,AP4807 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),27668,27668,Distribuição,3066,276.68
3067,AP4934 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),13787,13787,Distribuição,3067,137.87
3068,AP4935 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),17877,17877,Distribuição,3068,178.77
3070,AP5080 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),9627,9627,Distribuição,3070,96.27
3072,AP5460 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),8936,8936,Distribuição,3072,89.36
3073,AP5461 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14362,14362,Distribuição,3073,143.62
3075,AP5569 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),16490,16490,Distribuição,3075,164.9
3076,AP5571 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),25919,25919,Distribuição,3076,259.19
3077,AP5572 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),29836,29836,Distribuição,3077,298.36
3078,AP5573 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),30356,30356,Distribuição,3078,303.56
3079,AP5773 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),20518,20518,Distribuição,3079,205.18
3083,AP6774 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),10777,10777,Distribuição,3083,107.77
3086,AP7023 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14626,14626,Distribuição,3086,146.26
3087,AP7060 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),12377,12377,Distribuição,3087,123.77
3088,AP7070 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6464,6464,Distribuição,3088,64.64
3090,AP7360 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),12091,12091,Distribuição,3090,120.91
3091,AP7554 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),39665,39665,Distribuição,3091,396.65
3092,AP7716 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),19381,19381,Distribuição,3092,193.81
3093,AP780 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2112,2112,Distribuição,3093,21.12
3095,AP7996 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6303,6303,Distribuição,3095,63.03
3096,AP7997 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6193,6193,Distribuição,3096,61.93
3101,AP 8518 - FILTRO (F.L),TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),7161,7161,Distribuição,3101,71.61
3104,AP8606 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),23888,23888,Distribuição,3104,238.88
3106,AP 9496 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),16620,16620,Distribuição,3106,166.2
3110,AR1018 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5065,5065,Distribuição,3110,50.65
3114,AR2867 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4069,4069,Distribuição,3114,40.69
3115,AR2953 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6280,6280,Distribuição,3115,62.8
3121,AR6016 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2172,2172,Distribuição,3121,21.72
3122,AR6084 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2953,2953,Distribuição,3122,29.53
3124,AR6193 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1229,1229,Distribuição,3124,12.29
3125,AR6194 - FILTRO (VENDER PAR),TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1389,1389,Distribuição,3125,13.89
3127,AR6196 - FILTRO (VENDER PAR),TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2465,2465,Distribuição,3127,24.65
3131,AR 7703 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2644,2644,Distribuição,3131,26.44
3132,AR7704 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4429,4429,Distribuição,3132,44.29
3133,AR7705 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3160,3160,Distribuição,3133,31.6
3138,ARL1030 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3911,3911,Distribuição,3138,39.11
3139,ARL1032 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2927,2927,Distribuição,3139,29.27
3140,ARL1033 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2397,2397,Distribuição,3140,23.97
3143,ARL1036 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2320,2320,Distribuição,3143,23.2
3145,ARL1655 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1848,1848,Distribuição,3145,18.48
3149,ARL2204 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1799,1799,Distribuição,3149,17.99
3150,ARL2333 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3028,3028,Distribuição,3150,30.28
3151,ARL2334 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2778,2778,Distribuição,3151,27.78
3152,ARL2335 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4686,4686,Distribuição,3152,46.86
3153,ARL2336 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4014,4014,Distribuição,3153,40.14
3154,ARL2337 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3090,3090,Distribuição,3154,30.9
3156,ARL2346 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2720,2720,Distribuição,3156,27.2
3157,ARL2505 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1671,1671,Distribuição,3157,16.71
3159,ARL2507 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2582,2582,Distribuição,3159,25.82
3160,ARL3751 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4977,4977,Distribuição,3160,49.77
3161,ARL4140 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3064,3064,Distribuição,3161,30.64
3162,ARL4141 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4466,4466,Distribuição,3162,44.66
3163,ARL4142 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3895,3895,Distribuição,3163,38.95
3164,ARL4144 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4278,4278,Distribuição,3164,42.78
3165,ARL4146 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3051,3051,Distribuição,3165,30.51
3171,ARL4153 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3411,3411,Distribuição,3171,34.11
3172,ARL4154 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2134,2134,Distribuição,3172,21.34
3174,ARL5049 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4488,4488,Distribuição,3174,44.88
3175,ARL5050 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2735,2735,Distribuição,3175,27.35
3176,ARL5053 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2171,2171,Distribuição,3176,21.71
3177,ARL5055 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3229,3229,Distribuição,3177,32.29
3178,ARL5136 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1324,1324,Distribuição,3178,13.24
3179,ARL5137 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5041,5041,Distribuição,3179,50.41
3180,ARL5138 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1797,1797,Distribuição,3180,17.97
3181,ARL5139 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3993,3993,Distribuição,3181,39.93
3182,ARL5141 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2333,2333,Distribuição,3182,23.33
3187,ARL 5410 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3260,3260,Distribuição,3187,32.6
3188,ARL6070 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5084,5084,Distribuição,3188,50.84
3189,ARL6071 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2139,2139,Distribuição,3189,21.39
3190,ARL6072 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1886,1886,Distribuição,3190,18.86
3193,ARL6092 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2108,2108,Distribuição,3193,21.08
3195,ARL6094 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2218,2218,Distribuição,3195,22.18
3198,ARL6099 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4318,4318,Distribuição,3198,43.18
3199,ARL7710 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2054,2054,Distribuição,3199,20.54
3200,ARL 8103 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3973,3973,Distribuição,3200,39.73
3201,ARL8106 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3705,3705,Distribuição,3201,37.05
3203,ARL8109 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3728,3728,Distribuição,3203,37.28
3205,ARL8827 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2908,2908,Distribuição,3205,29.08
3206,ARL8828 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3233,3233,Distribuição,3206,32.33
3207,ARL8829 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2083,2083,Distribuição,3207,20.83
3208,ARL8830 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1813,1813,Distribuição,3208,18.13
3211,ARL8836 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2630,2630,Distribuição,3211,26.3
3212,ARL8837 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2428,2428,Distribuição,3212,24.28
3216,ARL8841 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4525,4525,Distribuição,3216,45.25
3218,ARL9601 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2185,2185,Distribuição,3218,21.85
3219,ARL9602 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3527,3527,Distribuição,3219,35.27
3221,ARL9604 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1726,1726,Distribuição,3221,17.26
3224,ARL9607 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2536,2536,Distribuição,3224,25.36
3225,ARL9608 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1605,1605,Distribuição,3225,16.05
3226,ARL9609 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2697,2697,Distribuição,3226,26.97
3227,ARL 9611 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4356,4356,Distribuição,3227,43.56
3228,ARL9612 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3204,3204,Distribuição,3228,32.04
3229,ARM435/1 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6663,6663,Distribuição,3229,66.63
3230,ARM436/1 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3040,3040,Distribuição,3230,30.4
3232,ARM443/1 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1267,1267,Distribuição,3232,12.67
3233,ARM444/1 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3153,3153,Distribuição,3233,31.53
3234,ARM446/1 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),464,464,Distribuição,3234,4.64
3235,ARM447/1 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),789,789,Distribuição,3235,7.89
3238,ARS1187 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14459,14459,Distribuição,3238,144.59
3239,ARS1188 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),17055,17055,Distribuição,3239,170.55
3240,ARS1189 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),17140,17140,Distribuição,3240,171.4
3241,ASR234 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5656,5656,Distribuição,3241,56.56
3243,ARS2501 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),14675,14675,Distribuição,3243,146.75
3247,ARS2869 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4331,4331,Distribuição,3247,43.31
3249,ARS5134 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),9001,9001,Distribuição,3249,90.01
3251,ARS6223 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6274,6274,Distribuição,3251,62.74
3252,ARS6333 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),8196,8196,Distribuição,3252,81.96
3253,ARS6940 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5087,5087,Distribuição,3253,50.87
3258,ARS7991 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2657,2657,Distribuição,3258,26.57
3259,ARS7993 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),4868,4868,Distribuição,3259,48.68
3260,ARS7994 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6631,6631,Distribuição,3260,66.31
3262,ARS8233 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),5020,5020,Distribuição,3262,50.2
3263,ARS8234 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),7049,7049,Distribuição,3263,70.49
3264,ARS8235 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),20411,20411,Distribuição,3264,204.11
3266,ARS8889 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),7433,7433,Distribuição,3266,74.33
3272,ART5051 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2514,2514,Distribuição,3272,25.14
3273,ART5052 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3828,3828,Distribuição,3273,38.28
3274,ART5054 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3682,3682,Distribuição,3274,36.82
3275,ART6097 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3352,3352,Distribuição,3275,33.52
3277,ART9613 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),2048,2048,Distribuição,3277,20.48
3278,AS 213 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1084,1084,Distribuição,3278,10.84
3279,AS 215 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1241,1241,Distribuição,3279,12.41
3280,AS 221 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),1235,1235,Distribuição,3280,12.35
3285,AS500 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6242,6242,Distribuição,3285,62.42
3286,AS571 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),11688,11688,Distribuição,3286,116.88
3289,AS810 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),3818,3818,Distribuição,3289,38.18
3291,AS830 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),6435,6435,Distribuição,3291,64.35
3292,AS835 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),8808,8808,Distribuição,3292,88.08
3293,AS836 - FILTRO,TABELA PADRÃO SITE (NUTAB 1481 - TIPO PREÇO Distribuição),8227,8227,Distribuição,3293,82.27
